06/05/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0605.log
06/06/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0606.log
06/07/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0607.log
06/08/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0608.log
06/09/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0609.log
06/10/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0610.log
06/11/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0611.log
06/12/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0612.log
06/13/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0613.log
06/14/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0614.log
06/15/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0615.log
06/16/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0616.log
06/17/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0617.log
06/18/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0618.log
06/19/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0619.log
06/20/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0620.log
06/21/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0621.log
06/22/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0622.log
06/23/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0623.log
06/24/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0624.log
06/25/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0625.log
06/26/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0626.log
06/27/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0627.log
06/28/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0628.log
06/29/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0629.log
06/30/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0630.log
07/01/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0701.log
07/02/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0702.log
07/03/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0703.log
07/04/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0704.log
07/05/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0705.log
07/06/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0706.log
07/07/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0707.log
07/08/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0708.log
07/09/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0709.log
07/10/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0710.log
07/11/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0711.log
07/12/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0712.log
07/13/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0713.log
07/14/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0714.log
07/15/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0715.log
07/16/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0716.log
07/17/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0717.log
07/18/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0718.log
07/19/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0719.log
07/20/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0720.log
07/21/2016 00:00:18	ctlLogger	New logger filename: /var/vesta/sd/logs/0721.log
